age,games,games_started,minutes_played,field_goals_per_game,field_goal_attempts_per_game,field_goal_percentage,3-point_field_goals_per_game,3-point_field_goal_attempted_per_game,3-point_goal_percentage,2-point_field_goals_per_game,2-point_field_goals_attempted_per_game,2-point_field_goal_percentage,free_throws_per_game,free_throw_attempts_per_game,free_throw_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,3_point_attempt_rate,assist_percentage,block_percentage,defensive_box_plus_minux,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minux,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,turnover_percentage,total_rebound_percentage,true_shooting_percentage,usage_percentage,value_over_replacement_player,win_shares_per_48_minutes,position_C,position_PF,position_PG,position_SF,position_SG,games_start_percentage,rating
22,76,71,27.2,3,6.2,0.475,0.1,0.3,0.211,2.9,6,0.486,1.3,1.8,0.737,1.8,5.9,7.7,1.4,1.2,0.7,1.5,2,7.3,0.04,7.8,2.1,2.4,26.2,2.4,0.289,-2,7.9,0.7,13.7,2.4,17.8,16.9,0.519,14.6,1.3,0.073,0,0,0,1,0,0.934210526,73
34,42,0,14.9,1.7,2.9,0.577,0,0.1,0.667,1.6,2.9,0.575,1.5,2.2,0.677,1.4,2.7,4.1,0.4,0.4,1,0.6,2.1,4.9,0.024,4,5.8,1.8,21.5,1.1,0.756,-0.6,11.9,1.6,17.4,1.4,12.8,17,0.631,14.4,0.5,0.207,1,0,0,0,0,0,66
30,65,2,23,3.6,9.5,0.383,1.5,4.4,0.333,2.2,5.1,0.426,1.9,2.3,0.857,0.5,1.8,2.3,1.6,0.7,0.1,1.2,2,10.7,0.463,11.7,0.4,-2.4,9.2,0.8,0.239,0.4,2.7,0.8,12.6,1.7,10.5,5.9,0.509,23.6,0,0.052,0,0,0,1,0,0.030769231,70
23,29,2,10.6,1.4,3.5,0.406,0.6,1.7,0.327,0.9,1.8,0.481,0.6,0.7,0.895,0.5,1.5,2,1.1,0.4,0.1,0.6,0.6,4,0.485,16.4,0.7,-0.1,15.7,0.3,0.188,0.2,5.6,0.4,14.2,2,14.1,10.7,0.526,18.1,0.2,0.105,0,0,0,0,1,0.068965517,67
24,81,22,30.9,5.8,13.8,0.423,2.6,6.9,0.382,3.2,6.9,0.464,1.9,2.2,0.844,2.4,4,6.4,1.2,0.5,0.4,1.2,2.2,16.2,0.5,6.9,1,-2.9,15.9,0.8,0.161,4.1,8.9,5.7,18.1,0.9,7.5,12.4,0.548,24,2.1,0.125,0,1,0,0,0,0.271604938,66
28,67,67,37,10,22.2,0.449,2.3,6.2,0.379,7.6,16,0.476,6.3,7.6,0.83,2,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,0.278,14.1,1.1,-2.3,15.9,2,0.344,4.7,6.1,7.5,24.8,1.1,9.3,10.8,0.56,35.6,2.8,0.184,0,1,0,0,0,1,91
30,62,3,9.1,0.6,1.1,0.515,0,0,0,0.6,1.1,0.515,0.3,0.5,0.607,0.7,1.1,1.9,0.2,0.2,0.7,0.4,0.8,1.4,0,3.1,6.1,2.7,14.4,0.8,0.412,-3,10.4,0.4,10.4,1.2,21.5,12.5,0.542,8.6,0.2,0.1,1,0,0,0,0,0.048387097,59
27,56,15,26.3,3.4,8.1,0.417,1.4,3.7,0.364,2,4.3,0.463,1.4,1.7,0.821,0.8,4,4.8,2,1.3,0.4,1.5,1.3,9.5,0.463,12.7,1.1,1.9,16.9,2.4,0.211,-0.4,3.3,0.7,14,2.5,14.6,10,0.538,17.9,1.3,0.102,0,0,0,1,0,0.267857143,78
24,59,3,16.4,2.7,6.1,0.451,0.1,0.3,0.278,2.7,5.8,0.46,0.6,0.8,0.717,1.2,1.7,2.9,0.6,0.4,0.6,0.7,2.1,6.1,0.05,5.9,2.8,0.5,12.5,1.5,0.128,-2.9,8.1,0.2,11.8,1.3,10.2,10.3,0.477,20.1,-0.1,0.084,0,1,0,0,0,0.050847458,68
26,82,82,30,4,7.5,0.541,0,0,0,4,7.5,0.542,2,3.6,0.562,3.4,8.3,11.7,0.9,0.6,1.1,2.1,2.7,10.1,0.002,4.6,2.7,1.3,31,3.5,0.487,-2.6,12.8,2,14.9,0.9,18.8,22,0.558,16.3,0.5,0.108,1,0,0,0,0,1,71
25,76,5,16.1,1.4,3.9,0.35,0.9,2.5,0.353,0.5,1.4,0.346,1.1,1.3,0.838,0.3,0.9,1.2,2.2,0.4,0,0.9,0.8,4.7,0.646,21.6,0.2,-1.4,6.3,1.5,0.337,-0.4,1.9,1.4,11,1.5,16.8,4.1,0.527,15.1,0,0.112,0,0,1,0,0,0.065789474,72
27,12,0,13.6,2.1,3.5,0.595,0,0,0,2.1,3.5,0.595,0.1,1,0.083,1.7,3.3,4.9,1,0.8,0.3,0.8,2,4.3,0,11.6,1.8,2.6,26.7,0.3,0.286,-1.3,12.7,0.1,16.6,2.8,16,19.4,0.539,15,0.1,0.132,1,0,0,0,0,0,64
23,62,0,11.8,1.4,3.8,0.368,1,2.9,0.348,0.4,0.9,0.429,0.2,0.2,0.769,0.2,2,2.2,0.5,0.2,0.1,0.4,1.3,3.9,0.761,6.2,0.5,-2.3,19.7,0.4,0.056,-1.2,2.4,0.3,9.4,1,8.4,10.9,0.509,16.4,-0.3,0.047,0,1,0,0,0,0,60
30,41,2,12.5,2,4.7,0.43,0.4,1.1,0.383,1.6,3.6,0.445,0.8,1,0.756,0.2,0.9,1.1,1.4,0.4,0.1,0.5,1.2,5.2,0.244,19,0.9,-1.8,8.5,0.5,0.212,-1.1,1.9,0.4,13.5,1.7,9.1,5.3,0.509,21.4,-0.1,0.086,0,0,1,0,0,0.048780488,70
28,74,2,23.1,4.3,10.2,0.417,1.3,3.8,0.346,3,6.5,0.458,1.4,1.8,0.784,0.5,2.3,2.8,4,0.4,0,2,1.8,11.3,0.369,30.6,0,-2.1,11.9,1,0.177,1.1,2.2,0.8,14.1,1,15.1,6.9,0.51,25.1,0.4,0.053,0,0,1,0,0,0.027027027,69
27,35,25,28.7,4.9,12.2,0.399,1.1,3.5,0.309,3.8,8.7,0.436,1.9,2.2,0.844,0.7,2.9,3.7,1.1,0.6,0.7,1.5,1.8,12.7,0.289,6.6,1.8,-1.8,12.3,0.6,0.181,-2.5,3,-0.5,11.2,1.1,10.5,7.6,0.482,23.8,-0.6,0.007,0,1,0,0,0,0.714285714,70
20,81,81,25.4,3.4,7.8,0.439,0.6,1.8,0.359,2.8,6,0.464,1.8,2.3,0.758,0.7,3.5,4.1,1.2,0.6,0.2,1.2,1.7,9.2,0.231,7.3,0.5,-0.3,14.5,1.9,0.303,-2.1,2.9,0.9,11,1.3,12.4,8.9,0.526,17.7,-0.2,0.065,0,0,0,1,0,1,75
32,80,4,25.7,3.9,8.4,0.462,1.4,4.1,0.342,2.5,4.4,0.574,1.1,1.5,0.744,1.4,3.2,4.6,1.5,1,0.8,1.1,2.9,10.3,0.481,9.2,2.6,1.1,14.5,2.8,0.173,2.2,6.5,3.5,15.5,2.1,11,10.6,0.566,18.1,2.8,0.146,0,0,0,1,0,0.05,75
31,1,1,37,5,14,0.357,0,0,0,5,14,0.357,1,2,0.5,6,12,18,2,0,1,1,1,11,0,8.7,2.3,-0.9,39.3,0.1,0.143,-5,18.4,0,15.4,0,6.3,28.5,0.37,20.1,0,0.069,1,0,0,0,0,1,57
22,73,5,12.2,1.6,4.2,0.382,0.1,0.9,0.138,1.5,3.3,0.447,0.7,0.9,0.769,0.5,1.5,2,0.8,0.5,0.1,0.8,0.8,4,0.21,10.4,0.8,-0.9,14.3,0.6,0.21,-4.8,4.6,-1.1,9.1,2,15.1,9.4,0.437,20.4,-0.8,-0.028,0,0,0,0,1,0.068493151,58
27,81,69,27.6,3.5,7.3,0.486,0,0,0,3.5,7.2,0.487,1.6,1.9,0.86,1.6,3.7,5.2,1,0.5,0.8,1,2.3,8.7,0.003,6,2.3,1.1,15.2,2.7,0.255,-2.3,7,2,12.3,1,10.9,11.2,0.535,15.5,0.4,0.101,0,1,0,0,0,0.851851852,70
34,72,20,24.8,2.1,5,0.42,1.9,4.4,0.43,0.2,0.6,0.348,0.4,0.5,0.842,0.5,1.8,2.3,1,0.6,0.8,0.5,2.1,6.6,0.873,5.7,2.5,0,8.4,1.6,0.105,2,2.7,2.8,10.7,1.2,8.2,5.7,0.623,11,1.8,0.119,0,0,0,1,0,0.277777778,73
24,73,73,38.5,4.8,11.4,0.423,2.3,6.1,0.372,2.6,5.3,0.481,2.4,2.9,0.848,1.3,4.3,5.6,4.9,1.2,1.1,2.6,1.9,14.3,0.533,20.3,2.2,1.1,13.2,1.9,0.252,2.3,4,3.8,15.7,1.7,17,8.5,0.566,18.2,3.8,0.099,0,0,0,1,0,1,78
24,80,4,22.1,3.3,7.8,0.419,0.9,2.5,0.353,2.4,5.3,0.45,1.3,1.5,0.836,0.3,1.9,2.2,3.3,0.7,0.2,1.5,2.1,8.7,0.324,24.9,0.8,-0.2,10.5,2.5,0.196,0.1,1.4,1.5,13.5,1.8,15.1,5.9,0.514,20.8,0.8,0.108,0,0,1,0,0,0.05,71
23,61,0,4.4,0.7,1.9,0.371,0.2,0.6,0.294,0.5,1.3,0.402,0.4,0.7,0.614,0.1,0.3,0.4,0.4,0.3,0.1,0.3,0.4,2,0.293,13.1,1.2,-1.5,6.8,0.3,0.379,-3.4,2.1,-0.3,11.3,3.2,11.7,4.5,0.454,25.7,-0.2,0.014,0,0,0,0,1,0,70
19,56,46,31.2,5,12.3,0.41,1.6,4.2,0.386,3.4,8.1,0.424,2.2,2.8,0.786,0.8,3,3.8,2.4,0.9,0.5,1.6,2,13.9,0.344,13.7,1.3,0,10.8,2,0.231,0,2.7,1,13.6,1.5,10.6,6.7,0.515,22.2,0.9,0.082,0,0,0,0,1,0.821428571,75
24,75,20,20.7,4.1,10.2,0.405,0.6,1.9,0.313,3.5,8.3,0.426,1.3,1.7,0.746,0.7,3.1,3.8,1.5,0.4,0.5,1.9,1.4,10.1,0.188,12.5,1.6,-1.7,17.2,1,0.164,-4.4,3.7,-2.5,10.8,1,14.9,10.3,0.462,27.6,-1.6,-0.047,0,0,0,1,0,0.266666667,75
24,45,0,12.2,1.4,3.9,0.369,0.5,1.6,0.292,1,2.3,0.423,0.7,0.8,0.789,0.2,1.1,1.3,1.9,0.4,0.1,0.7,1.2,4,0.409,22.6,0.6,-1.7,9.6,0.4,0.216,-1.6,1.9,0,10.6,1.8,14.6,5.8,0.47,18.7,-0.2,0.032,0,0,1,0,0,0,72
26,73,27,25.8,3.3,8.4,0.395,1.1,3,0.357,2.2,5.3,0.416,1.9,2.3,0.839,0.2,1.7,1.9,2,0.6,0.1,1.1,1.9,9.6,0.362,12.9,0.2,-1.6,7.8,1.6,0.275,-1.1,0.8,1.3,10.4,1.3,10.7,4.3,0.513,18.7,-0.3,0.076,0,0,0,0,1,0.369863014,65
24,41,0,17.4,1.9,4.6,0.418,0.9,2.3,0.375,1,2.3,0.462,0.8,1,0.829,1.1,1.6,2.7,2.9,0.9,0.5,1.1,2,5.6,0.508,24.2,2.2,1.4,10.1,0.8,0.217,2,7.2,1.4,15.4,2.6,17.5,8.7,0.551,15.4,1,0.148,0,0,1,0,0,0,73
26,53,9,9.3,0.2,0.4,0.476,0,0,0,0.2,0.4,0.476,0.1,0.2,0.308,0.6,2.2,2.9,0.3,0.3,0.8,0.3,1.9,0.5,0,3.7,6.6,5.7,25.7,1,0.619,-5,7.8,0.1,7.7,1.5,34.4,17,0.449,3.7,0.3,0.102,1,0,0,0,0,0.169811321,63
36,22,22,19,2.4,6,0.402,1.5,4.1,0.367,0.9,1.9,0.476,2,2.2,0.938,0.1,1.4,1.5,2.2,0.5,0,1.2,1.1,8.4,0.682,17.4,0.2,-2.7,8.4,0.3,0.364,2.4,0.6,1,15,1.5,14.5,4.6,0.601,19.6,0.2,0.146,0,0,0,0,1,1,81
20,80,65,27.3,2,4.3,0.451,0,0,0,2,4.3,0.451,0.9,1.8,0.521,2.4,4.9,7.3,0.4,0.4,1.8,1,2.4,4.8,0,2.5,5.3,1.2,20.9,1.3,0.41,-4.4,9.9,0.1,10.1,0.7,16.7,15.2,0.472,10.2,-0.7,0.031,1,0,0,0,0,0.8125,65
23,61,16,14,2.3,4.4,0.524,0,0,0,2.3,4.4,0.526,0.7,1.1,0.629,1.1,2.7,3.8,0.7,0.6,0.2,0.8,1.8,5.4,0.004,8.3,0.9,1.3,21.1,1.5,0.258,-2,9.5,0.7,14.6,2.2,14,15.6,0.543,19,0.3,0.126,0,1,0,0,0,0.262295082,69
32,45,13,26.1,2.5,6,0.422,1.6,3.8,0.421,0.9,2.2,0.424,0.6,0.8,0.771,0.5,2.5,2.9,3.8,0.8,0.1,1.4,1.8,7.3,0.633,21.9,0.4,-0.7,10.1,0.8,0.13,0.7,2,1.6,11.7,1.5,17.8,6.2,0.573,13.2,0.6,0.097,0,0,1,0,0,0.288888889,69
26,82,8,19,4.2,8.2,0.512,0,0.3,0.136,4.2,8,0.524,1.8,2.6,0.685,2,3.1,5.1,1,1,0.7,1.5,2,10.3,0.033,10.5,2.7,1.6,19.6,2.5,0.32,0.7,12.2,2.4,21.9,3,13.8,15.8,0.547,26.5,1.7,0.153,1,0,0,0,0,0.097560976,74
23,76,12,20.4,3.3,7.5,0.445,0.4,1,0.397,2.9,6.4,0.453,1.4,1.8,0.791,1,1.9,3,3.1,1.4,0.7,1.8,1.5,8.5,0.137,23.5,3,2.7,11.1,2.6,0.236,0,6.1,1.1,17.5,3.7,17.9,8.6,0.513,22.5,1.9,0.115,0,0,1,0,0,0.157894737,82
32,74,23,19,1.5,3.8,0.38,1.1,3.3,0.343,0.3,0.5,0.615,0.1,0.2,0.647,0.2,1.4,1.6,1,0.4,0.1,0.7,1.5,4.2,0.863,8.1,0.2,-0.9,8.8,0.7,0.06,-0.4,1.3,0.7,6.7,1.1,14.4,5,0.533,11.2,0.3,0.047,0,0,0,0,1,0.310810811,68
28,32,32,24.6,2.6,5.8,0.451,0,0,1,2.6,5.7,0.448,0.6,1.2,0.5,2.1,5.5,7.7,2.1,0.6,1.7,1.1,2.7,5.8,0.005,12.5,5.5,4.8,24.1,1.4,0.207,-2.5,9.8,0.4,13.8,1.3,14.8,17.2,0.463,13.4,0.9,0.106,1,0,0,0,0,1,78
32,68,4,13.4,1.6,3.4,0.487,0.8,1.8,0.442,0.9,1.6,0.536,0.2,0.2,0.733,0.4,1.5,1.9,0.5,0.3,0.3,0.2,1.3,4.2,0.522,5.8,1.5,0,12.5,1.1,0.065,0.4,3.4,1.4,11.8,1,6.3,8.2,0.609,12.8,0.6,0.133,0,1,0,0,0,0.058823529,58
25,48,14,18.5,2.3,4.6,0.491,0,0.1,0,2.3,4.5,0.502,0.8,1.5,0.556,2,2.9,5,0.8,0.7,0.3,0.6,2,5.3,0.023,7.4,1.4,1.8,17.8,1.4,0.327,-1.7,12.2,0.9,13.9,1.9,11,14.9,0.509,14.5,0.5,0.126,0,1,0,0,0,0.291666667,69
31,79,79,32.2,6.9,14.4,0.477,0,0,0,6.9,14.4,0.478,2.4,3.3,0.731,2.2,7.5,9.8,2.3,0.8,0.4,2.2,3,16.2,0.002,13.4,0.8,0.9,27.2,4.3,0.232,-1.5,7.8,1.4,17.1,1.4,12.3,17.4,0.51,25.8,0.9,0.108,0,1,0,0,0,1,77
28,74,74,33.2,6.6,12.3,0.535,0.3,1,0.284,6.3,11.3,0.557,3.3,4.1,0.798,1.8,5,6.8,1.7,0.9,1.4,1.7,2.3,16.6,0.082,8.4,3.4,0.6,17.6,3.4,0.333,0.6,7,5.6,20,1.4,11,12.6,0.592,22.7,2,0.175,1,0,0,0,0,1,82
22,50,50,28.7,3.8,9.6,0.402,0.8,2.5,0.317,3,7,0.432,0.7,1,0.755,0.6,1.6,2.2,2.1,1.3,0.4,1.4,2.6,9.2,0.264,11.6,1,0.2,6.5,1.6,0.103,-2.8,2.5,-1.3,8.8,2.3,12.6,4.6,0.461,18.8,-0.2,0.012,0,0,1,0,0,1,78
33,72,18,21.2,3.1,6.6,0.473,0,0,0,3.1,6.6,0.474,0.9,1.3,0.71,1.8,4.2,6,1,0.7,1.3,0.8,2.7,7.2,0.002,7.1,4.6,2.5,21.5,2.2,0.195,-2.1,9.7,1.2,15.2,1.7,9.9,15.7,0.499,17.2,0.9,0.107,1,0,0,0,0,0.25,78
26,82,2,24.4,4.6,10.8,0.425,1.1,3.7,0.296,3.5,7,0.493,1.8,2.6,0.69,0.7,2.2,2.9,1.5,1.4,0.3,1.2,1.9,12.1,0.348,9.5,0.9,-0.4,9.9,2.2,0.245,0.7,3.1,1.7,14.7,3,9.4,6.6,0.506,23.4,1.1,0.093,0,0,0,1,0,0.024390244,74
27,14,0,10.1,0.4,1.6,0.261,0.1,0.4,0.2,0.4,1.3,0.278,0,0,0,0.9,1.9,2.9,0.7,0.6,0,0.3,0.4,0.9,0.217,9.4,0,2.6,20.3,0.3,0,-2.7,11.3,0,9.1,3.3,14.8,16.2,0.283,8.6,0.1,0.072,0,0,0,1,0,0,73
28,7,0,5.4,0.6,1.9,0.308,0.3,1,0.286,0.3,0.9,0.333,0,0,0,0.1,0.1,0.3,0.9,0.1,0.4,0.6,0.7,1.4,0.538,23.1,6,-0.5,3,0,0,-5.8,3,-0.1,5.6,1.3,23.5,3,0.385,19.6,0,-0.063,0,0,1,0,0,0,77
24,73,2,12.5,2.1,4.6,0.463,0.2,0.8,0.273,1.9,3.8,0.5,0.9,1.3,0.734,0.4,1,1.4,1,0.5,0.2,0.9,1.3,5.4,0.164,14.6,1.3,-0.8,9.4,0.8,0.281,-1.4,4.1,0.5,13.5,2,15.5,6.7,0.523,22.5,0,0.068,0,0,0,0,1,0.02739726,71
30,22,11,12.2,0.8,1.7,0.459,0,0,0,0.8,1.7,0.459,0.3,0.9,0.368,1,2.3,3.4,0.4,0.3,0.5,0.4,1.7,1.9,0,4.7,2.9,1.6,22.1,0.4,0.514,-5.1,9.4,0,8.8,1.2,15,15.5,0.452,9.1,-0.1,0.071,1,0,0,0,0,0.5,60
27,59,22,23.8,4.1,9.7,0.42,0.7,2.4,0.277,3.4,7.3,0.467,1.7,2.1,0.784,0.7,1.8,2.5,1.8,1,0.3,1.3,1.6,10.5,0.247,12.8,0.8,-1.3,8.7,0.8,0.219,-0.9,3.5,0.4,13.1,2.2,10.6,6,0.493,22.2,0,0.041,0,0,0,0,1,0.372881356,74
34,78,78,38.6,9.5,20.4,0.463,1.7,5.2,0.324,7.8,15.2,0.51,6.7,8,0.839,0.8,4.7,5.6,6,1.4,0.3,3.7,2.2,27.3,0.255,29.7,0.6,-0.5,13.1,2.6,0.392,5.2,2.5,8.4,23,1.8,13.3,7.9,0.57,31.9,5.1,0.174,0,0,0,0,1,1,93
24,23,1,22.1,3.4,8.3,0.414,1.1,3.5,0.321,2.3,4.8,0.482,1.4,1.8,0.762,0.7,2.4,3.1,1.1,0.6,0.3,1,1.3,9.4,0.424,8.3,1.1,-1.1,13,0.4,0.22,-0.7,3.3,0.3,12.6,1.4,9.9,8,0.516,20.5,0,0.066,0,0,0,1,0,0.043478261,69
21,64,0,17.8,2.5,6.1,0.42,0.5,1.4,0.359,2,4.6,0.439,1.4,2,0.713,0.6,1.7,2.3,1.4,0.5,0.2,1.2,1.8,7,0.237,13,0.9,-1.3,11.2,0.7,0.332,-1.4,3.8,0.3,11.5,1.6,14.3,7.5,0.507,20.7,-0.2,0.044,0,0,0,0,1,0,72
23,82,20,26,2.9,6.2,0.467,0.5,1.3,0.381,2.4,5,0.489,2.3,2.8,0.803,1.7,2.3,4,1.4,1,0.4,0.8,1.2,8.6,0.205,8.6,1.1,1,10.4,2.6,0.455,0.9,7.2,4.4,15.2,2,9.2,8.8,0.574,14.6,2.1,0.158,0,0,0,1,0,0.243902439,76
30,65,0,18.8,3.9,8.3,0.469,0.4,1.2,0.316,3.5,7.1,0.494,1.6,2,0.809,0.4,1.1,1.5,3.6,0.7,0.1,1.9,2,9.8,0.141,34.8,0.3,-3.2,6.6,0.5,0.243,0.8,2.6,1.2,16.6,2,17.3,4.6,0.532,27,-0.1,0.067,0,0,1,0,0,0,71
31,28,28,31.7,4.5,8.5,0.527,1.8,3.5,0.52,2.6,5,0.532,0.9,1,0.893,0.2,2.3,2.5,6.6,1.1,0.1,1.8,1.5,11.6,0.414,34.1,0.2,-2.9,8.5,0.4,0.118,3.2,0.8,2.6,18.2,1.8,17,4.5,0.654,15.4,0.5,0.163,0,0,1,0,0,1,76
38,24,4,10.4,0.7,2.2,0.321,0,0,0,0.7,2.2,0.321,0.3,0.8,0.421,1,2.3,3.3,0.6,0.3,0.6,0.6,1.2,1.8,0,8.1,4.8,3.4,27.1,0.4,0.358,-6.6,10.9,-0.4,8.6,1.5,19.6,18.7,0.342,14.3,-0.1,0.007,0,1,0,0,0,0.166666667,71
26,66,12,16.8,2.3,4.9,0.46,0.3,1.1,0.286,2,3.8,0.508,1.1,1.5,0.765,1.3,1.5,2.8,0.9,0.9,0.4,0.5,1.8,6,0.216,8.7,1.7,0.7,10.8,1.1,0.302,1.4,9.1,2,15.5,2.8,8.5,9.9,0.535,16.4,1.1,0.134,0,0,0,1,0,0.181818182,64
32,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23.4,0,-7.8,0,0,0,-7.6,0,0,2.9,0,0,0,0,0,0,0.029,0,0,0,0,1,0,57
36,81,3,25.8,4.6,10.6,0.435,2,4.9,0.406,2.6,5.6,0.461,2.2,2.8,0.816,0.7,3.4,4.1,2.4,0.9,0.5,1.3,2.8,13.4,0.467,15,1.6,-0.4,14.4,2,0.261,3.3,3.1,3.9,17.8,1.8,10,8.9,0.571,23.1,2.6,0.137,0,0,0,1,0,0.037037037,78
24,43,1,11.7,1.5,3.7,0.394,0.6,1.8,0.329,0.9,2,0.452,0.5,1,0.537,0.5,2.2,2.7,0.7,0.6,0.3,0.5,1,4,0.475,8.8,1.9,0.1,22.7,0.6,0.256,-1.8,4.4,0.1,12.9,2.6,11,13.1,0.486,17.7,0,0.064,0,0,0,1,0,0.023255814,66
26,77,77,26.9,2.9,6.9,0.429,1.6,3.9,0.409,1.4,3,0.456,1.2,1.5,0.795,0.2,2,2.2,3.5,1.5,0.2,1.5,2.5,8.6,0.569,19.4,0.5,-0.2,8.6,2.5,0.212,1.3,1.2,2.6,13.3,3,17.1,5.1,0.576,16.1,1.6,0.12,0,0,1,0,0,1,75
30,66,66,32.8,3.9,6.1,0.638,0,0,0,3.9,6.1,0.638,2.7,3.9,0.694,4.1,6.6,10.7,0.9,0.6,1.1,1.3,2.8,10.4,0,4.5,3,1.8,24.3,2.6,0.645,1.7,14.1,6.7,18.9,1,14.5,19,0.671,13,3,0.207,1,0,0,0,0,1,77
25,43,8,25.1,4.9,10.6,0.462,1.2,2.9,0.413,3.7,7.7,0.48,2,2.6,0.793,1,4,5.1,1.3,1,0.3,1.4,2.8,13,0.277,8.3,0.9,-0.5,17.6,1.3,0.244,1.2,4.8,1.8,16.6,2.1,10.6,11.3,0.556,22.7,0.7,0.137,0,1,0,0,0,0.186046512,81
29,14,0,7.1,0.4,1.5,0.286,0.1,0.2,0.333,0.4,1.3,0.278,0.1,0.1,0.5,0.4,0.6,1.1,0.4,0.1,0.1,0,0.2,1,0.143,7.3,1.5,0.3,10.7,0.1,0.095,-3.8,7,0,7,1.1,0,8.9,0.32,10.1,0,0.029,0,0,0,1,0,0,68
25,59,36,23.1,2.9,6.5,0.44,0.6,1.8,0.337,2.3,4.8,0.479,0.9,1.3,0.697,1.4,4.1,5.5,1.1,0.6,0.7,1.1,1.7,7.3,0.269,7.4,2.3,1,19.1,1.5,0.197,-2,6.8,0.7,12.4,1.3,12.9,13.1,0.51,15.7,0.4,0.08,0,1,0,0,0,0.610169492,70
24,49,16,16.6,1.5,3.9,0.392,0.5,1.8,0.287,1,2.1,0.48,0.3,0.6,0.467,0.6,1.8,2.4,0.9,0.5,0.2,0.9,1.5,3.8,0.46,7.9,1.1,0,12.8,0.5,0.159,-3.3,4.4,-0.6,7,1.7,17.5,8.5,0.462,13.9,-0.3,-0.005,0,0,0,1,0,0.326530612,61
24,80,4,19.9,2.2,5.3,0.421,0.4,1.2,0.357,1.8,4.1,0.44,0.7,1,0.65,0.2,1.4,1.6,2.1,0.7,0.1,1.3,1.9,5.6,0.231,15.2,0.4,-1.1,8.2,1.4,0.188,-3.4,1.5,-0.8,7.9,1.9,18.4,5,0.483,17,-1,0.019,0,0,1,0,0,0.05,67
34,6,2,9,0.2,1,0.167,0,0,0,0.2,1,0.167,0.3,0.3,1,0.2,1.2,1.3,0.3,0.3,0.7,0.3,1.8,0.7,0,5.2,5.9,5.3,14.5,0.1,0.333,-8.4,2,-0.1,2.9,1.9,22.5,8.2,0.291,7.5,0,0.016,1,0,0,0,0,0.333333333,50
25,81,47,29.3,4.2,8.9,0.471,0.6,1.7,0.353,3.6,7.3,0.498,3,3.4,0.88,0.4,2.3,2.7,5.1,1.2,0.1,2.1,1.7,12,0.188,26.8,0.3,-0.9,8.7,1.7,0.38,1.1,1.5,4,16.3,2.2,17,5.1,0.575,19.6,1.3,0.114,0,0,1,0,0,0.580246914,79
32,81,2,19.5,2.2,3.7,0.595,0,0,0,2.2,3.6,0.603,0.7,1,0.769,1.5,2.6,4.1,1.5,0.6,0.4,0.9,2.4,5.1,0.014,11.3,1.4,1.4,14.2,2.1,0.264,1,9.6,3.2,13.6,1.7,17.3,12.1,0.624,11.5,1.8,0.158,1,0,0,0,0,0.024691358,64
25,80,80,34.5,5.2,11.8,0.44,1.3,3.7,0.362,3.9,8.1,0.476,2.9,3.5,0.83,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6,0.312,29.5,0.7,1.1,7.9,4.7,0.3,3.1,1.8,5.1,18.3,3.4,15.1,4.8,0.549,21,4.3,0.172,0,0,1,0,0,1,83
25,33,0,8.4,0.9,3.3,0.278,0.5,1.8,0.246,0.5,1.4,0.319,0.2,0.3,0.778,0.1,1.2,1.3,0.3,0.1,0.2,0.3,0.4,2.5,0.565,5.2,1.4,-2.7,17.3,0.3,0.083,-6.4,0.8,-0.6,4,0.4,7.4,8.9,0.366,20.1,-0.5,-0.048,0,0,0,0,1,0,63
28,56,13,15.4,3.3,6.8,0.479,1.1,2.5,0.421,2.2,4.3,0.513,1.1,1.5,0.759,0.6,1.5,2.1,0.5,0.3,0.2,0.9,1.9,8.7,0.368,5.7,1.2,-3.2,11.9,0.6,0.218,1,4.5,1.5,16.8,1,10.7,8.1,0.583,25.3,-0.1,0.117,0,1,0,0,0,0.232142857,65
22,75,74,30.5,6.4,13.8,0.465,0.1,0.3,0.182,6.4,13.5,0.471,4.2,5.6,0.738,3,7,9.9,2.7,1.4,0.7,3,3.6,17.1,0.021,15.3,1.9,1,27,2.3,0.408,0,10.9,2,20.2,2.4,15.5,18.7,0.524,28.1,1.7,0.092,1,0,0,0,0,0.986666667,80
32,76,0,29.3,5.9,13.4,0.438,2,5.2,0.376,3.9,8.2,0.477,2.8,3.3,0.871,0.3,1.4,1.7,2.5,1,0.2,1.9,0.9,16.5,0.39,14.4,0.5,-2.6,5.6,1.7,0.244,2,1.2,3.7,16.8,1.9,11.5,3.4,0.558,26,0.8,0.116,0,0,0,0,1,0,80
