age,games,games_started,minutes_played,field_goals_per_game,field_goal_attempts_per_game,field_goal_percentage,3-point_field_goals_per_game,3-point_field_goal_attempted_per_game,3-point_goal_percentage,2-point_field_goals_per_game,2-point_field_goals_attempted_per_game,2-point_field_goal_percentage,free_throws_per_game,free_throw_attempts_per_game,free_throw_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,3_point_attempt_rate,assist_percentage,block_percentage,defensive_box_plus_minux,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minux,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,turnover_percentage,total_rebound_percentage,true_shooting_percentage,usage_percentage,value_over_replacement_player,win_shares_per_48_minutes,position_C,position_PF,position_PG,position_SF,position_SG,games_start_percentage,rating
29,72,72,31.3,4,8.5,0.469,0,0,0,4,8.4,0.47,1.4,1.7,0.849,2.3,5.7,8,1.9,0.7,0.4,1.7,3.3,9.3,0.003,10.5,1.1,2.2,20.9,3.7,0.195,-1.9,8.8,1.1,12.7,1.2,15.6,14.9,0.508,16.6,1.3,0.103,0,1,0,0,0,1,77
36,76,76,29.1,3.5,6.8,0.513,0,0,0,3.5,6.8,0.513,1.1,1.5,0.721,2.1,4.2,6.3,1.4,0.8,0.6,0.7,1.6,8,0,7.1,1.6,1,16.4,2,0.216,-0.6,8,3.6,13.9,1.3,8.3,12.2,0.539,12.5,1.3,0.122,1,0,0,0,0,1,67
19,73,24,26,3.3,9.1,0.366,1.2,3.7,0.33,2.1,5.4,0.392,0.9,1.2,0.744,1.6,4.1,5.7,0.7,0.2,1.8,0.6,1.6,8.8,0.41,4.8,4.8,-0.3,18.2,1.4,0.129,-1.6,7,1,13.8,0.5,6.3,12.5,0.456,18.4,0,0.061,0,1,0,0,0,0.328767123,74
32,44,40,25.7,2.9,6.8,0.422,0.1,0.2,0.333,2.8,6.6,0.425,0.6,0.8,0.757,1.3,3.7,5,1.8,0.9,0.7,1.4,2.6,6.5,0.03,10.2,1.9,2.1,16.4,1.4,0.123,-3.6,5.8,-0.4,9.7,1.8,16.1,11.1,0.449,15,0.1,0.04,0,1,0,0,0,0.909090909,67
23,63,57,35,7.5,17.2,0.435,0.3,0.7,0.381,7.2,16.5,0.438,4.8,5.3,0.89,1.2,2.3,3.4,2.7,0.6,0.2,2.1,2.2,20,0.039,14.6,0.5,-2.8,7.6,0.6,0.311,1,3.8,3.4,16.9,0.9,9.7,5.7,0.511,28.6,0.1,0.087,0,0,0,0,1,0.904761905,81
30,80,55,30.8,4.9,11.6,0.418,0.3,1,0.277,4.6,10.6,0.432,2,2.4,0.81,1.2,3.2,4.4,4.1,1.5,0.4,2.4,2.3,12,0.089,21.1,0.9,1.1,11.7,2.8,0.209,-1.2,4.4,0.1,13.9,2.6,15.7,8,0.472,21.9,1.2,0.056,0,0,0,0,1,0.6875,77
35,14,14,23.2,3.4,9,0.373,2,5.4,0.373,1.4,3.6,0.373,0.9,1.4,0.632,0.1,1.9,1.9,5.5,1.2,0.1,2.7,1.8,9.6,0.595,40.1,0.5,-2.9,9.6,0.2,0.151,0.9,0.3,0,14.2,2.8,22,4.7,0.499,23.7,0,0.029,0,0,1,0,0,1,67
25,81,81,31.4,4.8,10.3,0.461,0.3,0.9,0.304,4.5,9.5,0.475,2,2.7,0.743,2.5,4.6,7.1,1.3,0.9,0.1,1.6,2.5,11.8,0.082,7.5,0.1,0,16.3,3.6,0.265,-0.6,9.2,2.6,14.1,1.5,12,12.8,0.512,19.1,0.9,0.115,0,0,0,1,0,1,78
21,44,1,29.8,5.2,11,0.475,0,0.1,0.333,5.2,10.9,0.476,2.6,3.3,0.799,2.2,4.1,6.3,1.2,0.9,0.5,1.8,3.8,13.1,0.006,7.3,1.1,-0.2,15.1,1.4,0.298,-1,8.5,1.2,14.3,1.6,12.5,11.9,0.526,21.6,0.3,0.094,0,1,0,0,0,0.022727273,75
31,74,0,21,3.4,7.3,0.464,0.6,1.6,0.373,2.8,5.7,0.489,1.8,2.1,0.842,0.7,2.1,2.8,1.6,0.7,0.1,0.8,1.3,9.1,0.22,12.3,0.3,-0.6,11.5,2.1,0.294,0.7,3.5,3,15.7,1.8,9.1,7.5,0.556,19.3,0.8,0.157,0,0,0,0,1,0,72
29,26,1,16.2,2.3,4.5,0.509,0,0,1,2.2,4.4,0.504,0.9,1.7,0.533,1.2,2.5,3.7,0.4,0.4,0.6,0.8,1.5,5.5,0.009,4.4,2.6,-0.3,17.9,0.4,0.388,-3,8.4,0.3,13.4,1.4,13.4,13.1,0.527,16.8,-0.1,0.074,0,1,0,0,0,0.038461538,65
29,14,14,36.6,5.9,13.9,0.426,0,0.1,0,5.9,13.8,0.43,4.9,5.7,0.863,2.1,6.9,8.9,4.6,0.6,0.3,2.6,2.9,16.8,0.01,20.3,0.5,-0.2,21.1,0.5,0.41,-0.5,6.3,0.7,16.7,0.8,13.8,13.6,0.51,23.4,0.2,0.108,0,0,0,1,0,1,81
29,79,8,17.8,1.5,3.7,0.416,0.3,1.2,0.261,1.2,2.5,0.487,1,1.2,0.84,0.2,2.4,2.7,1.7,0.8,0.1,0.4,1.1,4.4,0.316,15.5,0.3,0.1,16.4,1.1,0.323,-1.4,1.5,1.6,12.2,2.3,8.8,8.7,0.519,11.9,0.3,0.092,0,0,0,0,1,0.101265823,61
30,77,77,37.8,7.4,16.9,0.437,1.8,4.5,0.393,5.6,12.4,0.452,3.8,4.4,0.87,0.5,2.8,3.3,2.5,0.7,0.1,2.2,2.4,20.4,0.266,12.6,0.3,-2.1,8.6,1.1,0.261,1.5,1.5,3.6,15.2,1,10.5,5,0.54,25.9,1,0.077,0,0,0,0,1,1,83
28,28,28,34.9,6.9,15,0.457,0,0,0,6.9,15,0.458,4.2,5.4,0.77,3,4.9,7.9,2.7,0.6,0.6,2.6,3.4,17.9,0.002,14.4,1.3,-0.7,16.8,0.5,0.362,0.3,9.5,1.1,17.1,1,13.2,13,0.515,25.7,0.4,0.078,0,1,0,0,0,1,80
25,81,4,22.9,4.4,10.1,0.434,0.8,2.3,0.353,3.6,7.8,0.459,2.2,2.5,0.876,0.4,1.4,1.8,3.1,0.7,0.1,2,1.5,11.7,0.229,23.4,0.2,-3.1,7,0.9,0.247,0,1.8,1.5,15.3,1.6,15.3,4.4,0.526,25.8,-0.5,0.064,0,0,1,0,0,0.049382716,75
23,73,56,28.1,4.7,11.1,0.423,0.2,1.3,0.194,4.5,9.8,0.453,2.6,3.5,0.737,1.1,2.2,3.4,4.3,1.5,0.3,2.3,2.1,12.3,0.115,26.1,0.8,-0.9,8.7,1.1,0.32,0.5,4.2,1.4,15.4,2.8,15.6,6.4,0.484,22.5,0.8,0.057,0,0,0,0,1,0.767123288,73
26,62,23,21.4,3.9,9.1,0.425,0,0.1,0,3.9,9.1,0.429,3.4,4.5,0.754,2.2,3.2,5.4,1.1,0.3,1.4,1.5,3,11.1,0.009,9.4,4.6,-0.9,17.3,1,0.487,-1.3,12.1,1.5,17.4,0.7,12,14.8,0.501,27,-0.1,0.089,1,0,0,0,0,0.370967742,77
28,81,3,21.6,4.1,9.3,0.443,1,2.7,0.361,3.1,6.6,0.477,1.8,2.3,0.81,1,2.1,3.1,2,0.9,0.1,1.1,1.8,11.1,0.29,14.7,0.4,-0.7,10.1,2.2,0.244,2,5.1,3.2,17.3,2.1,10,7.7,0.537,23.1,1.5,0.148,0,0,1,0,0,0.037037037,78
27,22,0,14.8,1.7,4.5,0.384,0,0,0,1.7,4.5,0.388,1.2,1.5,0.813,1.4,2.5,3.9,0.3,0.3,0.1,0.8,2,4.6,0.01,3.1,0.7,-2.2,18.9,0.3,0.323,-4.3,11.1,0,9.2,1,13.7,15.1,0.451,18.2,-0.4,0.042,1,0,0,0,0,0,66
23,23,1,9.9,1.5,4,0.374,0.4,1.6,0.25,1.1,2.4,0.455,0.5,0.7,0.706,0.1,1,1.1,0.5,0.7,0.1,1,1.3,3.9,0.396,8.3,0.9,0.2,11.3,0.4,0.187,-4.7,1.6,-0.5,7.9,3.5,18.9,6.6,0.452,24.9,-0.1,-0.024,0,0,0,1,0,0.043478261,73
25,82,82,37,7.5,16.8,0.447,0.8,2.6,0.324,6.7,14.2,0.469,3.9,5.4,0.734,2.6,4.2,6.8,2,0.9,0.5,2,2.3,19.7,0.153,9.6,1,-2,12.5,0.8,0.32,1.8,7.3,5.6,17.1,1.2,9.3,9.8,0.516,24,1.4,0.101,0,0,0,1,0,1,83
21,79,9,24.3,3.4,7.5,0.457,0.2,0.7,0.232,3.3,6.8,0.48,2.4,3.4,0.713,1.1,2.6,3.7,1.8,0.8,0.6,1.4,2.7,9.4,0.095,11.7,1.8,0.9,12.2,2.9,0.448,-1.3,4.9,1.8,13.4,1.7,13.1,8.6,0.524,19.1,0.8,0.117,0,0,0,1,0,0.113924051,78
25,67,0,16.2,1.7,4.2,0.401,1,2.8,0.371,0.7,1.5,0.459,0.6,0.9,0.729,0.2,1.3,1.5,2.1,0.3,0,0.9,1.2,5.1,0.655,20.9,0.1,-2.4,9.7,0.8,0.208,0.1,1.4,1.1,11.2,1.1,16.4,5.6,0.548,16.1,-0.1,0.084,0,0,1,0,0,0,60
30,81,81,39,6.4,14.8,0.432,1.8,4.7,0.39,4.5,10.1,0.451,3.7,4.4,0.837,0.8,3.9,4.7,3.2,1.4,1,1.8,3.2,18.3,0.319,15.4,1.9,1.4,11.6,5,0.296,2.8,2.3,5.6,17.5,2,9.9,7,0.546,22.7,4.9,0.16,0,0,0,0,1,1,84
38,60,53,34.9,9.2,22.1,0.416,0.2,0.9,0.189,9,21.2,0.426,4.4,5.6,0.79,0.8,4.8,5.7,5.2,1.4,0.4,2.7,2,22.9,0.04,30.8,0.9,0.1,16.2,2.1,0.252,2.3,2.7,1.2,20.7,2.2,9.9,9.4,0.468,36,2.4,0.075,0,0,0,1,0,0.883333333,88
28,82,82,37.3,5.4,13.9,0.391,1.4,4.4,0.321,4,9.4,0.424,2.5,3,0.814,1.6,5.7,7.3,9.9,2.1,0.2,3.5,1.7,14.7,0.32,42.5,0.5,2.2,17.2,5.8,0.217,2.8,4.7,3.1,19.1,3,18.7,10.9,0.484,22.5,5.4,0.14,0,0,1,0,0,1,94
27,82,82,31.7,5.3,11.5,0.466,1.2,3,0.405,4.1,8.5,0.487,1.6,2.1,0.744,0.8,2.5,3.4,2.6,1.6,0.4,1.3,1.3,13.4,0.257,13.9,0.9,0.7,9,3.9,0.183,1.5,2.9,3.8,16.1,2.6,9.7,5.9,0.542,19.4,2.7,0.141,0,0,0,0,1,1,79
33,59,9,25.3,3.6,8.5,0.419,0.9,2.9,0.31,2.7,5.6,0.474,1.8,2.6,0.712,0.7,3,3.7,3.6,0.8,0.3,1.9,1.5,9.9,0.339,23.7,0.8,-0.7,13.4,1,0.304,0.3,3.3,0.9,14.4,1.7,16.5,8.3,0.511,20.7,0.6,0.063,0,0,0,1,0,0.152542373,77
32,57,48,25.3,2.9,6.4,0.464,0,0.2,0.2,2.9,6.2,0.472,1.2,1.3,0.868,1.3,4,5.3,2.6,1.1,0.4,1.5,2.3,7.1,0.028,16.7,1.3,2.1,18.5,1.6,0.21,-0.9,5.9,0.9,13.7,2.3,17.7,12.1,0.511,15.4,1.2,0.086,0,1,0,0,0,0.842105263,72
25,27,25,29.1,4.2,9.7,0.437,1.1,3.5,0.305,3.1,6.1,0.512,1.3,1.7,0.761,2.2,5.2,7.4,1.1,0.9,2.2,1.3,4,10.8,0.364,5.6,5.5,2,19.6,1,0.176,0.3,8.5,0.9,15.8,1.6,10.8,14.1,0.519,18.1,0.9,0.115,1,0,0,0,0,0.925925926,77
27,67,0,8.7,0.9,2.3,0.378,0.2,0.5,0.424,0.7,1.8,0.366,0.6,0.8,0.673,0.4,0.8,1.2,0.6,0.3,0,0.5,1.1,2.5,0.212,9.6,0.1,-1.4,10,0.4,0.353,-2.8,5.8,-0.1,7.8,1.6,16.7,8,0.469,16.8,-0.3,0.027,0,0,0,0,1,0,62
24,71,0,20.5,3.1,7.3,0.427,0.9,2,0.447,2.2,5.3,0.42,0.7,0.9,0.762,0.2,1.5,1.7,3.5,0.7,0,1.4,1.7,7.8,0.271,28.5,0,-2.5,8.7,0.8,0.121,0.5,1.1,1.3,13.7,1.8,14.9,4.9,0.507,20.4,0,0.067,0,0,1,0,0,0,68
26,62,61,24.2,4,7.5,0.531,0,0,0,4,7.5,0.531,1.8,2.6,0.671,2.5,3.6,6.1,1.3,0.4,1.4,1.1,2.9,9.7,0,8.6,4.3,1.8,16.6,2.5,0.353,0.2,11.7,3.1,17.7,0.8,10.9,14.1,0.562,18,1.5,0.179,1,0,0,0,0,0.983870968,70
26,59,5,11,1.1,2.5,0.452,0,0,0,1.1,2.4,0.458,0.6,0.9,0.648,1.5,1.2,2.7,0.7,0.3,0.2,0.4,1.8,2.8,0.014,9.7,1.4,0.6,12.3,0.8,0.37,-0.1,15.3,1.2,12.7,1.3,11.5,13.7,0.492,13.2,0.4,0.142,0,1,0,0,0,0.084745763,58
22,63,52,25.6,3.7,8.4,0.443,0.7,2.2,0.331,3,6.2,0.483,3.2,4,0.801,0.9,2.8,3.7,1.8,0.7,0.3,1.8,2.5,11.4,0.262,11.5,0.8,-1.2,12.3,1,0.474,0.5,3.8,2.3,14.3,1.4,15.3,8.1,0.56,21.1,0.6,0.099,0,0,0,0,1,0.825396825,77
23,82,8,18.9,2.8,5,0.551,0,0,0,2.8,5,0.552,3,4.1,0.73,1.9,3.8,5.6,0.4,0.3,1,1.4,2.5,8.5,0.002,3.4,4,-0.2,22.7,2.4,0.804,-1.2,11.3,3.4,18.8,0.9,17.4,17,0.624,20,0.3,0.177,1,0,0,0,0,0.097560976,75
24,82,80,38.9,7.6,17.2,0.442,0.9,3,0.286,6.8,14.2,0.476,4.3,5.5,0.781,0.9,2.3,3.2,8.1,0.9,0.2,3.5,2.3,20.4,0.176,35.7,0.3,-2.1,6.9,1.7,0.32,2.9,2.6,5.4,18.1,1.3,15,4.7,0.519,26.6,2.2,0.107,0,0,1,0,0,0.975609756,88
23,81,81,38.4,8.1,17.2,0.469,0.6,1.5,0.393,7.5,15.7,0.476,2.4,2.8,0.845,2.6,7.3,9.9,2,1.8,1.1,1.8,2.6,19.1,0.087,9.1,2,1.7,21.8,5.1,0.162,0.9,7.6,4.7,19.8,2.5,8.8,14.6,0.518,23.6,3.6,0.151,0,0,0,1,0,1,91
28,58,42,30.2,5.9,11.4,0.519,0.2,0.7,0.31,5.7,10.7,0.533,2.8,3.9,0.708,2.7,4.9,7.6,1.7,0.9,1.2,2.1,2.6,14.8,0.064,10.9,3,0.6,19.7,2.1,0.342,1.3,10.8,3,19.2,1.5,14,15.2,0.565,22.8,1.7,0.138,0,0,0,1,0,0.724137931,84
24,73,73,34.3,6.1,13.2,0.463,0.2,0.9,0.224,5.9,12.3,0.48,2.5,3.7,0.678,1.5,3.8,5.3,2.6,1.2,1.7,2.4,3.6,14.9,0.07,13,3.5,2.2,12.4,4.2,0.278,-1.3,5,0.6,14.5,1.9,13.7,8.7,0.503,22.4,1.8,0.093,0,1,0,0,0,1,82
29,40,40,40,7.6,18.6,0.407,1,2.8,0.366,6.6,15.8,0.415,5.3,6,0.876,0.8,5.3,6.1,4.3,1.1,0.2,2.8,2,21.5,0.151,19.7,0.3,-0.7,15,1.6,0.324,1,2.2,1.8,16.9,1.5,11.5,8.6,0.505,27.4,0.9,0.101,0,0,0,1,0,1,86
24,75,20,32.3,4.8,10.3,0.464,0.2,0.8,0.271,4.5,9.5,0.48,2.7,3.2,0.848,1.2,3.5,4.7,1.4,0.9,0.4,1.4,2.3,12.4,0.077,6.7,0.8,-0.7,12.4,1.6,0.308,-0.9,4.6,3,13.4,1.5,10.6,8.6,0.533,18.8,0.3,0.093,0,0,0,1,0,0.266666667,77
27,56,0,12.8,1.4,3.2,0.444,0.7,1.8,0.394,0.7,1.4,0.506,0.2,0.3,0.684,0.6,1.7,2.3,0.7,0.3,0.1,0.4,1.5,3.8,0.55,9.4,0.8,-0.2,15,0.9,0.106,-0.9,4.8,0.9,11.5,1.3,10.5,9.8,0.563,13.3,0.2,0.122,0,1,0,0,0,0,64
22,76,76,38.3,9.4,20.9,0.451,1.4,3.7,0.364,8.1,17.1,0.47,5.5,7.3,0.748,2,5.9,7.9,5.3,1.6,1,2.5,1.8,25.6,0.178,25.8,1.8,0.8,17.3,3.4,0.35,5.2,5.7,8.1,25.1,2.1,9.4,11.5,0.532,31.1,5.9,0.189,0,0,0,0,1,1,96
27,81,80,37.4,5.7,13.8,0.413,0.9,2.9,0.321,4.8,11,0.437,2.3,2.7,0.836,0.6,2.1,2.6,6.2,0.8,0.1,1.8,2.5,14.6,0.209,27.6,0.1,-2.6,6.2,0.8,0.195,1.2,1.7,4.4,13.8,1.1,10.8,4,0.486,20.3,0.4,0.081,0,0,1,0,0,0.987654321,71
29,48,16,30.6,4.6,10.2,0.449,1.1,2.7,0.398,3.5,7.5,0.467,2,2.5,0.787,0.5,3.5,4,3.7,1.2,0.3,1.9,1.5,12.2,0.261,21.7,0.7,0.5,12.7,2.1,0.249,0.9,2,1.8,15.8,2.1,14.6,7.4,0.54,19.8,1.3,0.128,0,0,0,0,1,0.333333333,77
20,82,6,27.2,3.8,7.8,0.481,0,0.2,0.158,3.7,7.6,0.491,1.9,3.1,0.62,1.3,4.2,5.5,2.2,0.9,1.3,2,2.2,9.5,0.03,13.5,3.2,2.1,17.3,2.6,0.397,-1.6,5.6,0.8,14.4,1.7,17.5,11.5,0.516,18.5,1.4,0.074,0,0,0,1,0,0.073170732,75
25,81,81,37.3,5.9,12.9,0.454,0.3,1.1,0.253,5.6,11.8,0.472,4.5,5.5,0.817,1.3,3.3,4.7,10.9,1.6,0.4,3,2.8,16.5,0.083,49.8,0.8,-1.3,10.4,1.5,0.428,4.7,4.2,8.7,21.8,2.2,16.5,7.4,0.538,22.6,4.1,0.163,0,0,1,0,0,1,85
25,28,28,31.1,5.6,10,0.562,0,0.1,0.333,5.6,9.9,0.565,3.8,4.6,0.823,2.7,5.1,7.9,1.8,0.9,0.4,1.5,3.1,15.1,0.011,10.5,1,0.4,18.2,1,0.463,3,10.1,2.9,20.8,1.4,10.8,14.2,0.627,19.7,1.2,0.214,1,0,0,0,0,1,78
21,63,53,33.7,5.6,12.7,0.438,1.8,4.8,0.383,3.7,7.9,0.471,2.2,2.9,0.762,0.8,3.6,4.3,3.1,0.7,0.4,1.7,2.3,15.2,0.378,15.2,0.8,-1.4,11.9,1.3,0.226,1.6,2.6,3.1,15,1.1,10.9,7.2,0.542,20.9,1.2,0.101,0,0,0,1,0,0.841269841,75
26,74,74,42.1,8,18.4,0.438,2,5.1,0.395,6,13.3,0.455,3.6,4.2,0.85,0.9,3.2,4.1,2.5,1.5,0.5,2.4,2.6,21.7,0.278,11.6,0.8,-1.5,8.8,1.1,0.231,2.2,2.3,4.6,16.7,1.9,10.7,5.5,0.537,24.9,2.1,0.087,0,0,0,0,1,1,83
23,15,0,5.1,0.5,1.3,0.4,0,0,0,0.5,1.3,0.4,0,0,0,0.3,1.4,1.7,0.3,0.2,0.1,0.5,0.8,1.1,0,8.4,1.9,1.9,31.5,0.2,0,-9,6,-0.2,5.9,2.1,28.6,18.8,0.4,16.8,-0.1,-0.04,1,0,0,0,0,0,58
21,82,4,17.7,2.2,5.2,0.421,0,0.1,0.333,2.1,5,0.423,1.5,1.9,0.776,1.2,2.7,3.9,0.9,0.4,0.3,1,2.6,5.9,0.021,7.6,1,-1.1,17,0.7,0.369,-2.9,7.1,0.7,10.3,1.3,14.6,11.9,0.488,16.7,-0.8,0.046,0,1,0,0,0,0.048780488,77
28,71,68,32.6,6.1,13.9,0.436,1.4,3.4,0.424,4.6,10.5,0.44,3,3.7,0.817,1.1,4.1,5.2,2.2,1,0.6,2,2.1,16.6,0.241,12.2,1.3,-1.4,14.7,1.3,0.267,1.3,4.2,2.9,16.7,1.6,11.3,9.5,0.534,24.7,1.1,0.086,0,0,0,1,0,0.957746479,77
30,40,3,11.8,2.1,5.2,0.411,1,2.6,0.385,1.1,2.6,0.437,0.4,0.5,0.81,0.5,0.9,1.3,0.5,0.3,0.2,0.6,1,5.7,0.502,7.2,1.3,-3.1,8.8,0.4,0.101,0.4,4.2,0.4,13.6,1.3,10.4,6.4,0.525,23.3,-0.1,0.079,0,0,0,1,0,0.075,65
26,79,41,24.2,4.7,9.7,0.483,0,0,0.5,4.7,9.6,0.483,1.4,1.9,0.747,1.3,2.4,3.7,1.2,0.7,0.2,1.2,2.2,10.8,0.003,9.1,0.6,-1,11.2,1.7,0.196,-1,6.2,1.7,14.4,1.7,10.4,8.7,0.513,22.1,0,0.087,0,0,0,1,0,0.518987342,69
27,82,82,34.6,6.4,13.3,0.483,1.9,4.2,0.455,4.5,9.1,0.495,3.2,3.6,0.887,0.6,2.5,3.1,7.7,0.6,0,2.8,2,17.9,0.315,36.1,0.1,-3.1,7.9,0.3,0.269,5.4,2,9.5,20.7,1,15.8,5,0.602,23,3.1,0.167,0,0,1,0,0,1,84
26,70,9,21.4,2.6,6,0.435,0.2,0.7,0.277,2.4,5.3,0.455,0.9,1.3,0.688,1.5,3,4.5,1.3,0.9,0.3,0.7,2.3,6.3,0.112,9.8,1.1,0.9,16.7,1.6,0.221,-0.5,8.1,1.4,13.1,2.2,9.6,12.3,0.48,15.7,0.9,0.094,0,0,0,1,0,0.128571429,65
25,82,82,27,4,8,0.493,0,0,0,4,8,0.494,0.5,0.9,0.549,2.4,4.1,6.5,0.9,0.5,1.3,1.1,3.2,8.4,0.002,5.2,3.7,1.3,17.2,2.5,0.108,-1.5,10.6,1.6,12.9,1.1,12,13.9,0.499,16,1.1,0.089,1,0,0,0,0,1,72
23,76,76,38,7.9,16.6,0.477,1.8,4.6,0.397,6.1,11.9,0.508,5.8,6.8,0.853,1.6,8.4,9.9,2.4,1.1,1,1.9,2.9,23.4,0.278,10.8,1.9,0.1,24,3.1,0.41,4.6,4.7,10.2,24.1,1.5,8.9,14.5,0.599,25.5,4.8,0.222,1,0,0,0,0,1,93
38,57,36,24.3,1.7,4.6,0.369,0,0.1,0.167,1.7,4.5,0.374,0.4,0.5,0.75,1.3,4.8,6,2,0.9,0.2,1.5,3.1,3.8,0.023,12.9,0.6,1.8,23.5,1.3,0.106,-5.4,5.9,-1.8,6.6,1.9,24,14.5,0.392,12.1,-0.6,-0.016,0,1,0,0,0,0.631578947,65
22,29,25,34.4,5.2,12.4,0.419,0.6,2.9,0.19,4.7,9.5,0.489,2.1,3.2,0.656,1.1,5,6.1,5.9,0.8,1.2,3.3,3.1,13.1,0.233,28.6,2.5,0.9,16.2,0.9,0.258,-0.5,3.6,-0.3,13.7,1.2,19.5,10,0.473,22.5,0.6,0.033,0,0,0,1,0,0.862068966,81
29,29,0,19.9,1.4,3.4,0.4,0,0,0,1.4,3.4,0.4,2.7,3.3,0.804,0.2,1.7,1.9,3.4,0.9,0,0.9,1.1,5.4,0,25.4,0.1,-0.4,9.3,0.5,0.97,-0.9,1.4,1.1,14.3,2.4,15.4,5.5,0.554,13.3,0.1,0.136,0,0,1,0,0,0,63
26,80,79,32.1,4.8,11.1,0.433,0,0,0,4.8,11.1,0.433,1.5,2.4,0.622,2.1,6.8,8.9,1.1,0.7,1.8,2.2,2.7,11.1,0,5.8,3.9,1.4,23.8,3.5,0.212,-4.5,7.3,-1.9,12.4,1.1,15.3,15.7,0.457,20.1,-0.7,0.029,1,0,0,0,0,0.9875,75
23,28,1,9.7,1.1,2.8,0.38,0,0.3,0.143,1,2.6,0.403,0.6,0.8,0.783,0.1,0.7,0.8,1,0.3,0,0.6,0.8,2.8,0.089,15.9,0.3,-1.5,8.4,0.2,0.291,-4.7,1.2,-0.1,8.2,1.7,15.2,4.8,0.443,17.3,-0.3,0.011,0,0,0,0,1,0.035714286,61
19,77,72,29.4,3.5,8.3,0.419,0.8,2.5,0.323,2.7,5.8,0.46,1.4,2.1,0.675,0.4,2.1,2.6,4.3,1.2,0.1,2,2.2,9.2,0.296,23.9,0.2,0.1,8,2.9,0.25,-0.5,1.7,0.8,11.7,2.1,17.5,5,0.497,17.7,0.9,0.08,0,0,1,0,0,0.935064935,75
32,82,0,25.1,3.5,8.3,0.421,1.4,3.5,0.392,2.2,4.9,0.441,0.6,0.7,0.862,0.5,2.1,2.5,2.2,0.7,0.1,0.9,1.7,9,0.414,13,0.4,-1.2,9.4,1.3,0.085,0.9,2.1,2.4,12.2,1.6,9.7,5.8,0.519,17.3,0.9,0.087,0,0,0,0,1,0,70
24,82,82,40.3,8.6,19.5,0.442,2.6,6.3,0.404,6.1,13.1,0.461,6.3,7.8,0.809,1,5.9,6.9,3.2,1.9,1,2.9,2.9,26.1,0.325,15.7,2,1,16.5,5.6,0.402,3.9,2.6,7.3,22.3,2.4,11.4,9.4,0.57,29.3,5.7,0.187,0,0,0,0,1,1,94
29,45,12,9.5,0.8,2,0.396,0.1,0.6,0.16,0.7,1.5,0.485,0.2,0.5,0.524,0.4,1.2,1.6,0.4,0.2,0.2,0.3,1,1.9,0.275,5.9,1.9,-0.6,13.7,0.3,0.231,-4.1,5.7,-0.1,7.3,1.4,13,9.9,0.434,12.7,-0.3,0.016,0,1,0,0,0,0.266666667,51
23,23,0,7.8,1.2,3.7,0.333,0.3,1.1,0.231,1,2.5,0.379,1.3,1.8,0.756,0.1,0.6,0.7,0.2,0.3,0,0.5,0.3,4,0.31,5,0,-4.6,9.1,0.1,0.488,-4.2,1.3,-0.2,11,1.8,9.7,5.2,0.456,29.4,-0.3,-0.019,0,0,0,0,1,0,60
33,20,0,4.5,0.5,1.4,0.333,0.2,0.8,0.267,0.3,0.6,0.417,0.5,0.7,0.692,0.2,0.2,0.4,0.5,0.2,0.1,0.5,0.7,1.6,0.556,13.9,0.7,-2,4.7,0.1,0.481,-3.1,4.9,-0.1,6.6,1.7,23.4,4.8,0.474,20.9,-0.1,-0.009,0,0,1,0,0,0,56
20,41,0,5.8,1.2,2.6,0.449,0,0,0,1.2,2.6,0.449,0.4,0.7,0.667,0.8,0.9,1.7,0.3,0.2,0.1,0.4,0.7,2.8,0,9.8,1.3,-1.7,19,0.3,0.252,-1.7,15.1,0.2,16.9,1.6,11.2,17,0.479,25.7,-0.1,0.098,0,1,0,0,0,0,70
28,3,2,27.3,3.3,6.7,0.5,0,0,0,3.3,6.7,0.5,2,3.7,0.545,1.7,3.7,5.3,0.3,0.3,2.7,2.3,2.7,8.7,0,2,7.2,1.1,15.4,0.1,0.55,-6.3,6.9,-0.1,11.1,0.6,22,11.1,0.523,17.6,-0.1,0.012,1,0,0,0,0,0.666666667,75
22,67,8,21.1,4.4,9.1,0.483,1.3,3,0.444,3.1,6.1,0.501,1.4,1.7,0.791,1.1,2.2,3.3,1.4,0.6,0.1,0.9,1.4,11.4,0.325,11.5,0.4,-3,11.4,0.7,0.189,3.6,6.6,3.9,20,1.6,8,9.1,0.581,23.7,0.9,0.155,0,0,0,0,1,0.119402985,77
34,20,20,30.3,3.3,8.4,0.389,0.9,3.2,0.281,2.4,5.2,0.456,1.2,1.5,0.8,0.3,2.1,2.4,1.6,0.6,0.2,1.2,1.7,8.6,0.383,8.5,0.3,-1.9,8,0,0.18,-2.3,0.9,0,8,1.1,11.8,4.4,0.477,15.6,-0.3,0.002,0,0,0,1,0,1,71
